balcony,price,no_of_bedrooms,basement,street,size,elevator,district,floor,material,status
No,99000,2,No,Nejedlého,54,Yes,dubravka,other,panel,old
Yes,135000,3,Yes,Uránová,64,No,ruzinov,other,brick,partial_refurbishment
Yes,159900,2,Yes,Palackého 16,55,Yes,stare_mesto,top,brick,refurbished
No,105000,2,No,Fedákova,48,Yes,dubravka,other,panel,refurbished
No,118000,3,No,Hodálova,67,No,karlova_ves,other,brick,partial_refurbishment
Yes,145000,3,Yes,Sklenárova,75,Yes,ruzinov,other,panel,refurbished
No,121900,2,Yes,Tabaková,38,No,stare_mesto,rest,brick,refurbished
Yes,134000,3,No,Osuského,73,Yes,petrzalka,other,panel,partial_refurbishment
No,97740,2,Yes,Opletalova,56,Yes,devinska_nova_ves,bottom,brick,refurbished
Yes,134460,3,Yes,Opletalova,79,Yes,devinska_nova_ves,other,brick,refurbished
Yes,343130,4,No,Smaragdová,135,Yes,jarovce,other,brick,refurbished
Yes,282601,3,Yes,Smaragdová,78,No,jarovce,bottom,brick,refurbished
Yes,124900,3,Yes,Vígľašská,69,Yes,petrzalka,bottom,panel,partial_refurbishment
No,81990,1,Yes,Gabčíkova,37,Yes,karlova_ves,bottom,panel,partial_refurbishment
Yes,85000,2,No,Rajecká,44,Yes,vrakuna,other,panel,partial_refurbishment
Yes,99970,3,Yes,Toplianska,70,Yes,vrakuna,rest,panel,partial_refurbishment
Yes,120000,3,Yes,Na pasekách,67,Yes,raca,top,panel,partial_refurbishment
Yes,106700,3,No,Bieloruska,64,Yes,podunajske_biskupice,bottom,brick,refurbished
No,85000,1,Yes,Znievska,36,Yes,petrzalka,other,panel,partial_refurbishment
No,163950,3,No,Majoránová,70,No,vrakuna,rest,brick,refurbished
Yes,83000,1,Yes,Ľ. Zúbka,29,Yes,dubravka,bottom,panel,refurbished
No,165000,2,Yes,Cintorínska,55,No,stare_mesto,other,brick,refurbished
Yes,83000,1,Yes,Novohorská,31,No,raca,other,panel,refurbished
Yes,329000,4,Yes,Trnavská cesta,120,No,nove_mesto,other,brick,refurbished
Yes,113184,2,Yes,Opletalova,65,Yes,devinska_nova_ves,other,brick,refurbished
Yes,152928,3,Yes,Opletalova,110,Yes,devinska_nova_ves,top,brick,refurbished
No,135000,2,Yes,Vajnorská,65,No,nove_mesto,bottom,brick,refurbished
Yes,109000,3,Yes,Rajecká,64,Yes,vrakuna,bottom,panel,refurbished
Yes,119900,2,Yes,Martinčekova,45,Yes,ruzinov,top,brick,refurbished
No,78000,1,Yes,Plickova,30,Yes,raca,other,brick,refurbished
No,79700,1,No,Plickova,30,Yes,raca,other,panel,refurbished
Yes,149900,2,Yes,Kvetná,51,No,ruzinov,bottom,brick,refurbished
Yes,154000,3,Yes,Zálužická,71,Yes,ruzinov,top,panel,refurbished
No,127000,3,No,Kašmírska,59,No,ruzinov,bottom,brick,refurbished
Yes,108000,2,No,Štefana Králika,48,Yes,devinska_nova_ves,other,panel,partial_refurbishment
Yes,184500,3,Yes,Mierová,79,Yes,ruzinov,top,brick,refurbished
Yes,155000,3,Yes,Milana Marečka,88,Yes,devinska_nova_ves,other,panel,partial_refurbishment
Yes,250000,4,Yes,Bartókova,90,Yes,stare_mesto,other,brick,old
Yes,220000,3,Yes,Bartókova,80,Yes,stare_mesto,other,brick,old
Yes,360000,4,No,Ľubinská,100,Yes,stare_mesto,bottom,brick,refurbished
Yes,134900,3,Yes,Osuského,73,Yes,petrzalka,other,panel,refurbished
No,160000,3,No,Bajzova,71,No,ruzinov,bottom,panel,old
Yes,116700,3,Yes,Ipeľská,79,Yes,podunajske_biskupice,other,panel,refurbished
Yes,83000,2,Yes,Stavbárska 50,56,Yes,vrakuna,other,panel,refurbished
Yes,138000,3,No,Cyprichova,62,No,raca,top,brick,refurbished
Yes,120000,2,No,Galaktická,56,Yes,ruzinov,top,panel,refurbished
No,79800,1,Yes,Plickova,31,Yes,raca,other,panel,refurbished
Yes,119900,2,No,Cyprichova,58,Yes,raca,other,brick,refurbished
Yes,96600,1,Yes,Gabčíkova,34,Yes,karlova_ves,other,other,refurbished
Yes,205000,3,No,Bajkalská,90,Yes,nove_mesto,other,other,refurbished
Yes,98000,1.5,Yes,Blagoevova,38,Yes,petrzalka,other,panel,refurbished
Yes,144900,3,No,Rumančeková,69,Yes,ruzinov,top,panel,partial_refurbishment
Yes,83000,2,Yes,Stavbárska,56,Yes,vrakuna,other,panel,refurbished
Yes,138000,3,Yes,Tranovského,63,No,dubravka,other,panel,refurbished
Yes,143500,3,Yes,Budatínska,70,Yes,petrzalka,top,panel,partial_refurbishment
No,191000,3,No,Rustaveliho,97,Yes,raca,other,brick,refurbished
Yes,183000,3,Yes,Murgašova,98,Yes,stare_mesto,top,brick,refurbished
Yes,145000,4,No,Ševčenkova,86,Yes,petrzalka,top,panel,old
Yes,80000,1,No,Landauova,33,Yes,dubravka,other,panel,partial_refurbishment
No,79700,1,No,Landauova,33,Yes,dubravka,other,panel,partial_refurbishment
Yes,149800,4,Yes,Radarová,79,Yes,ruzinov,other,panel,partial_refurbishment
Yes,234900,3,Yes,F. Kostku,112,Yes,karlova_ves,other,brick,refurbished
Yes,141900,3,No,Mudrochova,67,Yes,raca,other,panel,refurbished
No,143000,4,No,Ševčenkova,86,Yes,petrzalka,top,panel,old
Yes,182900,3,Yes,Šancová,85,Yes,stare_mesto,other,brick,old
No,71500,1,No,Milana Marečka,37,No,devinska_nova_ves,rest,other,old
No,122400,2,No,Matúškova,59,No,nove_mesto,other,brick,partial_refurbishment
Yes,78000,1,Yes,Landauova,37,Yes,dubravka,rest,panel,refurbished
Yes,150000,3,No,Halašova,73,Yes,nove_mesto,other,brick,old
Yes,180000,3,No,Šancová,82,Yes,stare_mesto,other,brick,partial_refurbishment
No,104900,2,Yes,Bradáčova,55,Yes,petrzalka,other,panel,partial_refurbishment
No,85000,1,Yes,Saratovská,41,Yes,dubravka,other,panel,partial_refurbishment
Yes,80000,1,Yes,Landauová,33,Yes,dubravka,other,panel,partial_refurbishment
No,85000,1,Yes,Osuského,36,Yes,petrzalka,other,panel,refurbished
Yes,119750,4,Yes,Dudvážska,82,Yes,podunajske_biskupice,bottom,panel,partial_refurbishment
Yes,79600,1,Yes,Landauova,33,Yes,dubravka,other,panel,partial_refurbishment
Yes,63000,2,Yes,Stavbárska,56,Yes,vrakuna,other,panel,refurbished
No,114000,2,Yes,Vietnamská,61,Yes,ruzinov,other,brick,partial_refurbishment
Yes,94900,2,Yes,Čiližská,70,Yes,vrakuna,top,panel,partial_refurbishment
No,109000,2,No,Osuského,55,Yes,petrzalka,other,panel,old
No,89000,1,Yes,Ďatelinová,35,No,ruzinov,other,panel,old
No,168000,2,Yes,Cintorínska,55,No,stare_mesto,other,brick,refurbished
No,86900,1,Yes,Kalinčiakova 17,35,No,nove_mesto,bottom,brick,partial_refurbishment
Yes,105000,3,Yes,Rajecká,69,Yes,podunajske_biskupice,other,panel,partial_refurbishment
No,42000,1.5,No,Stavbárska,40,Yes,vrakuna,other,panel,refurbished
No,118900,2,Yes,Považanova,54,Yes,dubravka,other,panel,refurbished
Yes,204990,2,Yes,Frankovská,86,Yes,nove_mesto,other,brick,refurbished
No,102490,1,Yes,Jadrová,44,Yes,ruzinov,other,panel,refurbished
Yes,117000,3,Yes,Jána Poničana,71,Yes,devinska_nova_ves,other,panel,partial_refurbishment
Yes,98900,1,Yes,Jurská,34,Yes,nove_mesto,other,panel,refurbished
Yes,145000,4,Yes,Ševčenkova,86,Yes,petrzalka,top,panel,old
Yes,162500,2,Yes,Šancová,70,Yes,nove_mesto,other,brick,refurbished
Yes,144600,4,Yes,Ševčenkova,86,Yes,petrzalka,top,panel,old
Yes,257000,3,Yes,Mlynské nivy,110,No,stare_mesto,top,brick,partial_refurbishment
Yes,144600,4,Yes,Ševčenkova,86,Yes,petrzalka,top,panel,old
Yes,112000,2,Yes,Tranovského,57,Yes,dubravka,bottom,panel,partial_refurbishment
Yes,95000,1,No,Gabčíkova,33,Yes,karlova_ves,other,brick,refurbished
Yes,183000,3,Yes,Šancová,83,Yes,stare_mesto,other,brick,old
No,109000,2,Yes,Vajnorská,46,No,nove_mesto,top,brick,partial_refurbishment
Yes,89900,1,No,Jurská,39,Yes,nove_mesto,other,brick,refurbished
Yes,180000,3,No,Šancová,85,Yes,nove_mesto,other,brick,old
No,238500,4,No,Potočná 11,95,No,raca,rest,brick,refurbished
Yes,532885,4,Yes,Vlčkova,157,Yes,stare_mesto,rest,brick,refurbished
Yes,143000,4,No,Ševčenkova,86,Yes,petrzalka,top,panel,old
Yes,577687,4,Yes,Vlčkova,163,Yes,stare_mesto,rest,brick,refurbished
Yes,546447,4,Yes,Vlčkova,154,Yes,stare_mesto,rest,brick,refurbished
Yes,123600,3,Yes,Krásnohorská,65,Yes,petrzalka,top,panel,refurbished
No,85000,1,Yes,Osuského,36,Yes,petrzalka,other,panel,partial_refurbishment
Yes,181600,3,Yes,Šancová,83,Yes,stare_mesto,other,brick,old
Yes,250000,3,No,Záhradnícka,96,Yes,ruzinov,other,brick,refurbished
Yes,120000,3,Yes,Lietavská,69,Yes,petrzalka,other,panel,partial_refurbishment
Yes,269000,4,Yes,Račianska,108,Yes,nove_mesto,other,brick,being_constructed
No,139000,3,No,Leškova,74,No,stare_mesto,other,brick,refurbished
No,139000,2,No,Leškova,74,No,stare_mesto,other,brick,refurbished
No,180000,3,No,Šancová,83,Yes,stare_mesto,other,brick,partial_refurbishment
No,219890,3,Yes,Vajnorská,111,No,nove_mesto,bottom,brick,partial_refurbishment
No,219890,4,Yes,Vajnorská,111,No,nove_mesto,bottom,brick,partial_refurbishment
Yes,172000,3,Yes,Krížna,74,Yes,stare_mesto,other,brick,partial_refurbishment
Yes,318690,3,No,Kresánkova,140,Yes,karlova_ves,other,base,refurbished
No,205000,3,No,Dohnányho,78,No,ruzinov,other,brick,refurbished
Yes,205000,3,No,Dohnányho,76,No,ruzinov,bottom,brick,refurbished
No,74900,1,Yes,Čiernovodská,36,No,vrakuna,bottom,panel,refurbished
Yes,205000,3,No,Dohnányho,78,No,ruzinov,bottom,brick,refurbished
No,219800,3,No,Cukrová,69,Yes,stare_mesto,other,brick,refurbished
Yes,249900,4,Yes,Kyjevská 3,118,Yes,nove_mesto,other,brick,refurbished
No,329000,4,Yes,Trnavská cesta,120,Yes,nove_mesto,other,brick,refurbished
Yes,78000,1,Yes,Landauova,33,Yes,dubravka,other,panel,partial_refurbishment
Yes,126000,3,Yes,Romanova,65,Yes,petrzalka,other,panel,partial_refurbishment
Yes,169000,4,Yes,Piešťanská,76,Yes,nove_mesto,other,panel,refurbished
Yes,158000,3,Yes,Vajnorská,81,Yes,nove_mesto,bottom,brick,old
Yes,143000,4,No,Šintavská,82,Yes,petrzalka,bottom,panel,partial_refurbishment
Yes,205000,3,Yes,Dohnányho,78,No,ruzinov,bottom,brick,refurbished
Yes,143000,4,Yes,Ševčenkova,86,Yes,petrzalka,top,panel,old
Yes,133000,2,Yes,Uránová,49,No,ruzinov,top,brick,refurbished
Yes,120300,3,Yes,Budatinská,66,Yes,petrzalka,other,panel,old
Yes,180000,3,Yes,Blumentálska,81,Yes,stare_mesto,other,brick,partial_refurbishment
No,269000,3,Yes,Frankovská,125,Yes,nove_mesto,top,brick,refurbished
Yes,120300,3,Yes,Budatinská,66,Yes,petrzalka,other,panel,old
Yes,83000,2,Yes,Stavbárska,56,Yes,vrakuna,other,panel,refurbished
Yes,109500,3,Yes,Stavbárska,74,Yes,vrakuna,other,panel,refurbished
Yes,279000,3,Yes,Vlčkova,78,No,stare_mesto,other,brick,old
Yes,130000,4,Yes,Vážska,76,No,vrakuna,top,panel,refurbished
Yes,96900,3,No,Jána Jonáša,65,Yes,devinska_nova_ves,other,panel,old
Yes,132400,2,Yes,Martinengova 38,46,Yes,stare_mesto,bottom,brick,refurbished
Yes,109900,4,Yes,Poľnohospodárska 26,88,Yes,vrakuna,other,panel,old
Yes,205000,3,Yes,Dohnányho,78,No,ruzinov,bottom,brick,refurbished
No,116000,1,Yes,Prievozská,40,No,ruzinov,bottom,brick,refurbished
Yes,149500,3,No,Legionárska,65,Yes,nove_mesto,other,brick,old
Yes,205000,3,Yes,Dohnányho,78,No,ruzinov,bottom,brick,refurbished
No,120990,2,No,Matúškova,60,No,nove_mesto,rest,other,partial_refurbishment
Yes,363000,3,Yes,Gabčíkova,115,Yes,karlova_ves,top,other,refurbished
No,121900,3,Yes,Hodálova,66,No,karlova_ves,rest,panel,partial_refurbishment
No,449000,2,Yes,Dvořákovo nábrežie,90,Yes,stare_mesto,other,other,refurbished
No,439000,2,Yes,Dvořákovo nábrežie,92,Yes,stare_mesto,other,other,refurbished
Yes,120000,3,No,Pri kríži,67,Yes,dubravka,other,panel,old
No,164900,2,Yes,Karadžičova,60,Yes,stare_mesto,other,brick,refurbished
Yes,145000,4,Yes,Ševčenkova,83,Yes,petrzalka,top,panel,old
No,289000,3,Yes,Cesta na Kamzík,175,Yes,nove_mesto,bottom,brick,refurbished
Yes,123000,2,Yes,Sibírska,54,Yes,nove_mesto,bottom,panel,old
No,154900,2,Yes,Tabaková,56,No,stare_mesto,bottom,brick,refurbished
Yes,209900,3,Yes,Kyjevská 1,112,Yes,nove_mesto,top,brick,refurbished
Yes,210000,3,No,Dohnányho,78,No,ruzinov,bottom,brick,refurbished
Yes,185000,3,Yes,Záhrebská,82,No,stare_mesto,other,brick,partial_refurbishment
Yes,112500,4,Yes,Rajecká,79,Yes,vrakuna,bottom,panel,partial_refurbishment
No,118300,3,Yes,Romanova,55,Yes,petrzalka,top,panel,refurbished
Yes,129000,2,No,Kríková,70,Yes,vrakuna,other,brick,refurbished
Yes,129500,3,Yes,Wolkrova,70,Yes,petrzalka,other,panel,refurbished
Yes,113000,3,Yes,Ivana Bukovčana,63,Yes,devinska_nova_ves,top,panel,partial_refurbishment
Yes,205000,3,Yes,Dohnányho,81,No,ruzinov,bottom,brick,refurbished
Yes,125000,3,No,Furdekova,73,Yes,petrzalka,top,panel,partial_refurbishment
Yes,125000,3,No,Furdekova,73,Yes,petrzalka,top,panel,partial_refurbishment
No,108990,2,Yes,Vajnorská,44,No,nove_mesto,top,brick,partial_refurbishment
Yes,85000,2,Yes,Kríková,47,Yes,vrakuna,other,panel,partial_refurbishment
Yes,229000,3,No,Trenčianska,136,No,ruzinov,top,brick,refurbished
Yes,131900,3,Yes,Ševčenkova,70,Yes,petrzalka,other,panel,refurbished
Yes,76000,1,Yes,Pavla Horova,43,Yes,devinska_nova_ves,other,panel,old
Yes,140000,3,No,Sabinovská,67,Yes,ruzinov,top,panel,partial_refurbishment
No,131000,4,No,Račianska,71,Yes,nove_mesto,other,panel,old
Yes,128000,3,Yes,Sadmelijská 5,72,Yes,raca,other,base,refurbished
Yes,131000,3,No,Jasovská,76,Yes,petrzalka,other,panel,refurbished
Yes,129900,3,Yes,Tupolevova,80,Yes,petrzalka,other,panel,partial_refurbishment
No,110000,2,No,Bradáčova,55,Yes,petrzalka,top,panel,partial_refurbishment
Yes,173900,3,No,Mierová 29,70,Yes,ruzinov,other,brick,refurbished
Yes,346900,3,Yes,Fándlyho,91,No,stare_mesto,other,brick,old
No,155900,3,Yes,Budovateľská,62,No,ruzinov,top,brick,refurbished
Yes,139500,3,Yes,Bradáčova,61,Yes,petrzalka,other,panel,partial_refurbishment
Yes,129900,4,Yes,Latorická,79,No,podunajske_biskupice,other,panel,refurbished
No,132400,2,No,Martinengova,46,Yes,stare_mesto,other,brick,refurbished
No,131000,3,Yes,Šándorova,68,Yes,ruzinov,other,brick,refurbished
No,290000,3,No,Jakubovo námestie,113,No,stare_mesto,other,brick,refurbished
No,33000,2,No,Stavbárska,39,Yes,vrakuna,other,panel,partial_refurbishment
Yes,107500,1.5,Yes,Fedinova,53,Yes,petrzalka,other,panel,partial_refurbishment
Yes,107500,2,Yes,Fedinova,53,Yes,petrzalka,other,panel,refurbished
Yes,115000,1.5,Yes,Gessayova,50,Yes,petrzalka,other,panel,refurbished
No,213500,4,No,Zárubová,98,No,zahorska_bistrica,bottom,brick,refurbished
Yes,205000,3,No,Dohnányho,78,No,ruzinov,bottom,brick,refurbished
Yes,120000,3,No,Vŕbová,73,Yes,vrakuna,other,panel,partial_refurbishment
Yes,219800,3,Yes,x,110,Yes,nove_mesto,other,brick,old
Yes,124990,3,No,Mlynarovičova,70,Yes,petrzalka,other,panel,partial_refurbishment
Yes,159000,4,No,Babuškova,71,No,ruzinov,top,brick,refurbished
No,104000,1.5,No,Šustekova,42,Yes,petrzalka,other,panel,refurbished
Yes,128000,3,No,Vyšehradská,64,Yes,petrzalka,other,brick,refurbished
No,92990,1,No,Martinčekova,33,No,ruzinov,other,other,refurbished
Yes,128000,2,No,Vyšehradská,64,Yes,petrzalka,other,brick,refurbished
Yes,139999,3,No,Šustekova,70,Yes,petrzalka,other,panel,refurbished
Yes,120000,3,Yes,Pri kríži,67,Yes,dubravka,other,panel,old
No,159000,3,No,Račianska 6,92,Yes,nove_mesto,rest,brick,refurbished
Yes,155000,3,Yes,Kazanska,75,Yes,podunajske_biskupice,rest,brick,refurbished
No,150000,3,Yes,Narcisová,74,Yes,ruzinov,other,panel,refurbished
Yes,120000,3,No,Pri kríži,67,Yes,dubravka,other,panel,old
Yes,120000,3,Yes,Vŕbová,70,Yes,vrakuna,other,panel,partial_refurbishment
No,385000,3,Yes,Na Zlatej nohe,96,Yes,nove_mesto,top,brick,refurbished
Yes,97900,3,Yes,Bodvianska,68,Yes,vrakuna,bottom,panel,partial_refurbishment
No,83000,1,Yes,Osuského,37,Yes,petrzalka,other,panel,partial_refurbishment
Yes,382000,4,Yes,Tichá,127,Yes,stare_mesto,other,brick,refurbished
Yes,105000,2,Yes,Riazanská,45,Yes,nove_mesto,other,panel,partial_refurbishment
Yes,119800,3,Yes,Šintavská,66,Yes,petrzalka,other,panel,old
No,70000,1,Yes,Slatinská,38,Yes,vrakuna,other,panel,partial_refurbishment
Yes,113900,1,Yes,Kresánkova,59,Yes,karlova_ves,other,panel,refurbished
No,137000,3,No,Staré záhrady,73,No,ruzinov,other,brick,partial_refurbishment
No,89000,1,No,Guothova,32,No,nove_mesto,other,panel,partial_refurbishment
Yes,112000,2,Yes,Mánesovo námestie,48,Yes,petrzalka,other,panel,partial_refurbishment
Yes,112000,1.5,Yes,Mánesovo námestie,48,Yes,petrzalka,other,panel,partial_refurbishment
Yes,258000,3,Yes,Stromová,92,Yes,nove_mesto,other,brick,refurbished
Yes,143000,4,No,Ševčenkova,86,Yes,petrzalka,top,panel,old
No,149000,3,Yes,Súmračná,64,Yes,ruzinov,bottom,panel,partial_refurbishment
Yes,108000,2,Yes,Kazanská,45,Yes,podunajske_biskupice,top,panel,refurbished
No,345000,4,Yes,Žltá,99,Yes,petrzalka,top,other,refurbished
Yes,141900,4,No,Kostlivého,74,No,ruzinov,bottom,panel,partial_refurbishment
Yes,308900,3,Yes,Gajova,110,Yes,stare_mesto,other,brick,refurbished
Yes,144900,3,Yes,Višňová 14,59,No,nove_mesto,other,panel,refurbished
Yes,120000,3,No,Vŕbová,70,Yes,vrakuna,other,panel,partial_refurbishment
No,132400,2,No,Martinengova,46,Yes,stare_mesto,other,brick,refurbished
Yes,116000,3,Yes,Ivana Bukovčana,63,Yes,devinska_nova_ves,top,panel,partial_refurbishment
Yes,145000,3,Yes,Damborského,74,No,dubravka,bottom,panel,refurbished
No,132400,2,No,Martinengova,46,Yes,stare_mesto,other,brick,refurbished
Yes,122000,3,Yes,Pri kríži,67,Yes,dubravka,other,panel,old
No,150000,3,Yes,Narcisová,74,Yes,ruzinov,other,panel,refurbished
No,88000,2,Yes,Studenohorská,43,Yes,lamac,other,panel,partial_refurbishment
Yes,159000,2,No,Svätého Vincenta,72,Yes,ruzinov,rest,brick,refurbished
Yes,114900,3,Yes,Hany Meličkovej,63,Yes,karlova_ves,other,panel,old
Yes,380000,4,No,Tichá,127,Yes,stare_mesto,other,panel,refurbished
Yes,143000,2,Yes,Solivarská,55,No,ruzinov,other,brick,refurbished
No,120000,3,Yes,Hodálova,67,Yes,karlova_ves,other,panel,refurbished
No,128000,1,Yes,Palackého,36,Yes,stare_mesto,other,brick,refurbished
Yes,99990,1.5,Yes,Podzáhradná,53,Yes,podunajske_biskupice,other,panel,refurbished
No,68500,1,Yes,Bieloruská,33,Yes,podunajske_biskupice,top,panel,partial_refurbishment
No,129000,3,Yes,Šándorova,68,Yes,ruzinov,other,panel,partial_refurbishment
Yes,72500,1,Yes,Šustekova,29,Yes,petrzalka,other,panel,old
Yes,180000,3,Yes,Blumentálska,83,Yes,stare_mesto,other,brick,partial_refurbishment
No,126000,3,Yes,Kadnárova,55,No,raca,bottom,brick,refurbished
Yes,135000,2,No,Solivarská,55,No,ruzinov,other,brick,refurbished
Yes,133000,3,Yes,Ľudovíta Fullu,68,Yes,karlova_ves,other,panel,refurbished
Yes,137000,2,No,Sibírska,60,Yes,nove_mesto,other,panel,partial_refurbishment
Yes,252777,3,Yes,Belopotockého,90,No,stare_mesto,other,brick,refurbished
No,79900,1,Yes,Plickova,30,Yes,raca,other,panel,refurbished
Yes,104900,1,Yes,Doležalova,53,Yes,ruzinov,bottom,brick,partial_refurbishment
No,115000,1,Yes,Prievozská,40,No,ruzinov,bottom,brick,partial_refurbishment
Yes,122000,3,No,Rovniankova,72,Yes,petrzalka,other,panel,partial_refurbishment
Yes,119990,2,Yes,Račianska,48,Yes,nove_mesto,other,brick,refurbished
Yes,104000,3,Yes,Korytnická,72,Yes,podunajske_biskupice,bottom,panel,partial_refurbishment
No,79900,1,Yes,Holíčska,37,Yes,petrzalka,other,panel,old
No,149500,2,No,Miletičova,55,Yes,ruzinov,other,brick,partial_refurbishment
Yes,119990,3,Yes,Šustekova,76,Yes,petrzalka,other,panel,old
Yes,169990,4,Yes,Furdekova,84,Yes,petrzalka,other,panel,refurbished
No,121700,3,No,Rovniankova,68,Yes,petrzalka,other,panel,partial_refurbishment
Yes,286719,4,Yes,Smaragdová,135,No,jarovce,other,brick,refurbished
Yes,154521,2,Yes,Smaragdová,73,No,jarovce,other,brick,refurbished
Yes,152418,2,Yes,Smaragdová,72,No,jarovce,other,brick,refurbished
Yes,313104,4,Yes,Smaragdová,142,No,jarovce,other,brick,refurbished
Yes,96000,1,No,Fedinova,30,Yes,petrzalka,other,brick,refurbished
Yes,313060,4,Yes,Smaragdová,142,No,jarovce,other,brick,refurbished
Yes,135000,3,No,Staré záhrady,73,No,ruzinov,other,panel,partial_refurbishment
Yes,147469,2,Yes,Smaragdová,69,No,jarovce,other,brick,refurbished
Yes,348788,4,Yes,Smaragdová,159,No,jarovce,other,brick,refurbished
Yes,171810,2,Yes,Smaragdová,81,No,jarovce,other,brick,refurbished
Yes,147321,2,Yes,Smaragdová,69,No,jarovce,other,brick,refurbished
Yes,122000,3,Yes,Rovniankova,68,Yes,petrzalka,other,panel,partial_refurbishment
No,69000,1,Yes,Drobného,34,Yes,dubravka,other,panel,old
Yes,249000,4,Yes,Na Križovatkách,119,Yes,ruzinov,bottom,brick,refurbished
Yes,105000,3,Yes,Schneidera - Trnavského,48,No,dubravka,bottom,panel,old
Yes,109900,2,No,Jasovská,42,Yes,petrzalka,other,panel,refurbished
No,120000,2,Yes,Vajnorská,49,No,nove_mesto,other,brick,refurbished
Yes,123600,2,Yes,Kadnárova,61,No,raca,other,brick,old
No,147500,3,Yes,Šalviová,71,Yes,ruzinov,bottom,panel,refurbished
Yes,145000,2,No,Solivarská,55,No,ruzinov,other,brick,refurbished
Yes,122500,3,Yes,Čiernovodská 9,70,No,vrakuna,other,panel,refurbished
Yes,122000,3,Yes,Matejková,63,Yes,karlova_ves,top,panel,partial_refurbishment
Yes,70000,1.5,No,Vlčie hrdlo,35,No,ruzinov,bottom,brick,partial_refurbishment
Yes,119990,2,Yes,Istrijská,57,Yes,devinska_nova_ves,top,panel,refurbished
No,105000,2,Yes,Fedákova,48,Yes,dubravka,other,panel,refurbished
Yes,111900,2,Yes,Narcisová 46,44,Yes,ruzinov,other,panel,refurbished
Yes,111900,1,Yes,Narcisová 46,44,Yes,ruzinov,other,panel,refurbished
Yes,115000,3,Yes,Učiteľská,70,No,podunajske_biskupice,bottom,brick,partial_refurbishment
Yes,122000,3,Yes,Rovniankova,68,Yes,petrzalka,other,panel,partial_refurbishment
No,85000,1,Yes,Pluhová,31,No,nove_mesto,rest,brick,refurbished
Yes,126000,3,Yes,Andrusovova,70,Yes,petrzalka,top,panel,partial_refurbishment
Yes,210000,2,Yes,Stromová,66,Yes,nove_mesto,other,other,refurbished
Yes,113900,1,Yes,Kresánkova,54,Yes,karlova_ves,bottom,other,refurbished
No,96900,2,Yes,Kozmonautická,43,Yes,ruzinov,other,panel,partial_refurbishment
Yes,159000,2,No,Martinčekova,63,Yes,ruzinov,rest,brick,refurbished
Yes,103000,3,Yes,Dudvážska,69,Yes,podunajske_biskupice,bottom,panel,old
Yes,144990,3,Yes,Jašíkova,70,Yes,ruzinov,other,panel,partial_refurbishment
Yes,117000,3,Yes,Korytnická,70,Yes,podunajske_biskupice,other,panel,partial_refurbishment
Yes,135000,3,Yes,Staré záhrady,73,No,ruzinov,other,other,partial_refurbishment
Yes,185000,3,Yes,Jiskrova,91,No,nove_mesto,other,brick,partial_refurbishment
Yes,134000,3,Yes,Osuského,73,Yes,petrzalka,other,panel,partial_refurbishment
No,84000,1,Yes,Baltská,37,Yes,podunajske_biskupice,rest,panel,refurbished
Yes,299000,2,Yes,Martinengova,85,Yes,stare_mesto,other,brick,refurbished
Yes,328000,4,No,Rozvodná,140,Yes,nove_mesto,other,brick,refurbished
Yes,138000,3,Yes,Staré záhrady,68,No,ruzinov,other,panel,partial_refurbishment
Yes,115000,2,No,Zadunajská cesta,46,Yes,petrzalka,other,brick,refurbished
Yes,289000,4,No,Makovického,122,No,nove_mesto,bottom,brick,refurbished
No,92500,1,Yes,Vranovská,40,Yes,petrzalka,other,panel,refurbished
Yes,289000,3,No,Makovického,122,No,nove_mesto,bottom,brick,refurbished
No,122200,2,Yes,Vranovská,56,Yes,petrzalka,top,panel,old
No,123000,2,Yes,Kopčianska,45,Yes,petrzalka,other,panel,refurbished
Yes,180000,3,No,Blumentálska,83,Yes,stare_mesto,other,brick,refurbished
No,99900,1,Yes,Trenčianska,41,No,ruzinov,rest,brick,partial_refurbishment
Yes,275000,3,Yes,Bajkalská,80,Yes,nove_mesto,other,base,refurbished
Yes,143000,4,Yes,Ševčenkova,86,Yes,petrzalka,top,panel,old
Yes,159900,2,Yes,Tupého,90,Yes,nove_mesto,rest,brick,refurbished
Yes,125000,3,Yes,Mlynarovičova,72,Yes,petrzalka,other,panel,partial_refurbishment
Yes,142000,4,Yes,Brančská,86,Yes,petrzalka,top,panel,partial_refurbishment
Yes,84500,2,No,Rajecká,39,Yes,vrakuna,other,panel,refurbished
Yes,137900,3,Yes,Mesačná,75,Yes,ruzinov,rest,panel,old
No,107000,2,Yes,Studenohorská,55,Yes,lamac,other,panel,refurbished
Yes,158800,2,Yes,Povraznícka,71,Yes,stare_mesto,rest,brick,refurbished
Yes,219900,3,Yes,Tupého,107,Yes,nove_mesto,rest,brick,refurbished
Yes,107000,2,No,Donnerova,53,Yes,karlova_ves,bottom,panel,refurbished
Yes,80000,1,Yes,Janka Alexyho,36,Yes,dubravka,other,brick,refurbished
No,173000,2,Yes,Dunajská 66,65,No,stare_mesto,other,brick,partial_refurbishment
No,168000,2,Yes,Cintorínska,55,No,stare_mesto,other,brick,refurbished
Yes,120000,3,Yes,Vŕbová,68,Yes,vrakuna,other,panel,partial_refurbishment
Yes,120000,3,No,Rovniankova,68,Yes,petrzalka,other,panel,partial_refurbishment
