balcony,no_of_bedrooms,basement,street,size,elevator,district,floor,material,status,price
Yes,3,Yes,other,2.54573010759662,Yes,devinska_nova_ves,other,panel,refurbished,5.02938377768521
Yes,2,Yes,other,2.44680272804919,Yes,stare_mesto,bottom,brick,old,5.25527250510331
Yes,1.5,Yes,other,2.43929501765442,Yes,petrzalka,other,panel,partial_refurbishment,5.04139268515823
Yes,2,Yes,other,2.57049346871562,Yes,stare_mesto,other,brick,refurbished,5.34044411484012
No,2,Yes,other,2.63682525855683,Yes,ruzinov,top,brick,refurbished,5.26481782300954
Yes,3,Yes,other,2.58875139904474,Yes,petrzalka,other,panel,partial_refurbishment,5.13987908640124
No,2,Yes,other,2.47500946563237,Yes,dubravka,other,panel,partial_refurbishment,4.98766626492628
Yes,1,No,other,2.3985544514435,No,nove_mesto,other,brick,partial_refurbishment,4.9670797341445
No,2,Yes,other,2.33023317850707,Yes,petrzalka,other,panel,refurbished,5.02118516291232
Yes,2,No,other,2.44680272804919,Yes,nove_mesto,other,other,refurbished,5
Yes,3,No,other,2.50671120742167,No,ruzinov,other,other,refurbished,4.99122164409354
Yes,2,Yes,other,2.34097566980137,Yes,nove_mesto,other,brick,refurbished,4.94447773695756
No,3,No,other,2.64753302664155,Yes,karlova_ves,bottom,base,refurbished,4.99563519459755
Yes,2,No,other,2.512639036679,Yes,petrzalka,other,panel,refurbished,5.15533603746506
Yes,1,Yes,other,2.36140225854616,Yes,ruzinov,other,panel,partial_refurbishment,4.99956548822598
Yes,3,No,other,2.58875139904474,Yes,petrzalka,other,panel,old,5.10720996964787
Yes,2,Yes,other,2.51844157614637,Yes,ruzinov,other,panel,old,5.11058971029925
No,4,Yes,other,2.74166576536982,No,stare_mesto,bottom,brick,refurbished,5.66181268553726
No,3,Yes,other,2.68321803960761,No,nove_mesto,bottom,brick,refurbished,5.37104938126227
No,3,No,other,2.50671120742167,Yes,nove_mesto,other,panel,refurbished,5.11394335230684
No,2,Yes,other,2.46821542137881,No,podunajske_biskupice,rest,panel,partial_refurbishment,4.96378782734556
Yes,3,No,other,2.60580603149132,No,raca,top,brick,partial_refurbishment,5.11058971029925
Yes,1,Yes,other,2.34097566980137,Yes,podunajske_biskupice,top,panel,old,4.84509804001426
Yes,3,Yes,other,2.50065315185266,Yes,karlova_ves,other,panel,refurbished,5.06069784035361
Yes,3,Yes,other,2.60580603149132,Yes,petrzalka,other,panel,refurbished,5.15228834438306
Yes,2,Yes,other,2.48164384502275,Yes,devinska_nova_ves,other,brick,refurbished,5.08813608870055
Yes,2,Yes,other,2.43929501765442,Yes,vrakuna,other,panel,partial_refurbishment,4.93946933084353
Yes,3,No,other,2.57049346871562,Yes,lamac,bottom,panel,refurbished,5.13987908640124
Yes,1.5,Yes,other,2.43929501765442,Yes,podunajske_biskupice,other,panel,partial_refurbishment,4.93946933084353
Yes,1.5,Yes,other,2.47500946563237,Yes,podunajske_biskupice,other,panel,refurbished,4.99995656838019
Yes,2,No,other,2.4071656661104,Yes,raca,top,panel,refurbished,5.07918124604763
No,2,No,other,2.48812516602843,Yes,podunajske_biskupice,other,brick,refurbished,5.07003786660776
No,4,Yes,other,2.72206983025241,No,devin,other,brick,refurbished,5.46089784275655
No,2,No,other,2.47500946563237,Yes,ruzinov,top,panel,refurbished,5.07809415040641
Yes,3,No,other,2.67710886312593,No,stare_mesto,top,brick,refurbished,5.44715803134222
Yes,3,Yes,other,2.57049346871562,Yes,ruzinov,rest,panel,partial_refurbishment,5.15533603746506
Yes,1,No,other,2.38968707798256,Yes,nove_mesto,other,panel,partial_refurbishment,5.00860017176192
Yes,3,Yes,other,2.59742013477924,Yes,stare_mesto,other,brick,partial_refurbishment,5.29003461136252
Yes,4,No,other,2.75970562552047,Yes,ruzinov,top,brick,refurbished,5.41830129131975
Yes,2,No,other,2.60580603149132,No,ruzinov,top,brick,refurbished,5.20384846374624
No,2,Yes,other,2.48812516602843,No,stare_mesto,other,brick,refurbished,5.22530928172586
No,2,No,other,2.48164384502275,Yes,dubravka,other,panel,refurbished,5.07881918309885
Yes,1.5,No,other,2.38968707798256,Yes,ruzinov,other,panel,partial_refurbishment,4.85672889038288
Yes,2,Yes,other,2.43158755086612,Yes,petrzalka,bottom,panel,refurbished,5.02938377768521
Yes,1,Yes,other,2.37112673569579,Yes,ruzinov,other,panel,refurbished,5.03302144468291
Yes,1,No,other,2.3985544514435,Yes,devinska_nova_ves,other,panel,partial_refurbishment,4.91381385238372
Yes,3,Yes,other,2.60164739763241,Yes,dubravka,top,panel,refurbished,5.15228834438306
Yes,3,Yes,other,2.58430553381761,Yes,dubravka,other,brick,refurbished,5.16106838547117
Yes,3,Yes,other,2.58875139904474,Yes,karlova_ves,other,panel,refurbished,5.15836249209525
No,3,No,other,2.5404886497767,No,petrzalka,other,panel,refurbished,5.09691001300806
Yes,1,No,other,2.38968707798256,No,raca,rest,panel,old,4.87500335360004
No,3,Yes,other,2.5931221847288,Yes,petrzalka,other,panel,refurbished,5.20384846374624
Yes,3,Yes,other,2.58430553381761,No,dubravka,other,panel,old,5.07554696139253
Yes,2,Yes,other,2.51844157614637,Yes,nove_mesto,other,panel,old,5.0899051114394
No,3,No,other,2.55087091129225,Yes,petrzalka,other,panel,refurbished,5.13672056715641
No,1,No,other,2.33023317850707,No,petrzalka,top,panel,refurbished,4.93449845124357
Yes,2,Yes,other,2.50065315185266,Yes,ruzinov,other,panel,refurbished,5.15685190107001
Yes,2,Yes,other,2.50065315185266,Yes,nove_mesto,bottom,panel,partial_refurbishment,5.07003786660776
Yes,3,Yes,other,2.57049346871562,Yes,vrakuna,bottom,panel,partial_refurbishment,5.03742649794062
No,2,Yes,other,2.35135834444068,Yes,petrzalka,other,panel,refurbished,5.02118516291232
Yes,2,Yes,other,2.56086405021975,Yes,ruzinov,other,brick,refurbished,5.17318626841227
Yes,3,Yes,other,2.56086405021975,Yes,petrzalka,other,panel,old,5.10720657670897
Yes,3,Yes,other,2.57049346871562,Yes,vrakuna,other,panel,partial_refurbishment,5.07151380509509
Yes,3,Yes,other,2.5931221847288,Yes,vrakuna,top,brick,refurbished,5.13033376849501
No,3,Yes,other,2.5404886497767,Yes,ruzinov,bottom,panel,partial_refurbishment,5.17318626841227
Yes,3,Yes,other,2.5404886497767,No,ruzinov,other,brick,partial_refurbishment,5.13033376849501
Yes,2,Yes,other,2.48812516602843,Yes,stare_mesto,top,brick,refurbished,5.20384846374624
No,2,No,other,2.43929501765442,Yes,dubravka,other,panel,refurbished,5.02118929906994
No,3,No,other,2.55591447549606,No,karlova_ves,other,brick,partial_refurbishment,5.07188200730613
Yes,3,Yes,other,2.5931221847288,Yes,ruzinov,other,panel,refurbished,5.16136800223498
No,2,Yes,other,2.35135834444068,No,stare_mesto,rest,brick,refurbished,5.08600370561838
Yes,3,No,other,2.58430553381761,Yes,petrzalka,other,panel,partial_refurbishment,5.12710479836481
No,2,Yes,other,2.49445964791184,Yes,devinska_nova_ves,bottom,brick,refurbished,4.99007233469215
Yes,3,Yes,other,2.60989800921489,Yes,devinska_nova_ves,other,brick,refurbished,5.12859310691871
Yes,4,No,other,2.77028469248295,Yes,jarovce,other,brick,refurbished,5.5354586902651
Yes,3,Yes,other,2.60580603149132,No,jarovce,bottom,brick,refurbished,5.45117369429143
Yes,3,Yes,other,2.56572273107389,Yes,petrzalka,bottom,panel,partial_refurbishment,5.09656243837414
No,1,Yes,other,2.34097566980137,Yes,karlova_ves,bottom,panel,partial_refurbishment,4.91376088641232
Yes,3,Yes,other,2.57049346871562,Yes,vrakuna,rest,panel,partial_refurbishment,4.99986969210827
Yes,3,Yes,other,2.55591447549606,Yes,raca,top,panel,partial_refurbishment,5.07918124604763
Yes,3,No,other,2.5404886497767,Yes,podunajske_biskupice,bottom,brick,refurbished,5.02816441942447
No,1,Yes,other,2.33023317850707,Yes,petrzalka,other,panel,partial_refurbishment,4.92941892571429
No,3,No,other,2.57049346871562,No,vrakuna,rest,brick,refurbished,5.21471142100538
Yes,1,Yes,other,2.24271490340387,Yes,dubravka,bottom,panel,refurbished,4.91907809237607
No,2,Yes,other,2.48812516602843,No,stare_mesto,other,brick,refurbished,5.21748394421391
Yes,1,Yes,other,2.27023601659818,No,raca,other,panel,refurbished,4.91907809237607
Yes,2,Yes,other,2.54573010759662,Yes,devinska_nova_ves,other,brick,refurbished,5.05378503813466
No,2,Yes,other,2.54573010759662,No,nove_mesto,bottom,brick,refurbished,5.13033376849501
No,1,No,other,2.25676454173614,Yes,raca,other,panel,refurbished,4.90145832139611
Yes,2,Yes,other,2.46125468645054,No,ruzinov,bottom,brick,refurbished,5.17580163284828
No,3,No,other,2.512639036679,No,ruzinov,bottom,brick,refurbished,5.10380372095596
Yes,2,No,other,2.43929501765442,Yes,devinska_nova_ves,other,panel,partial_refurbishment,5.03342375548695
Yes,3,Yes,other,2.60989800921489,Yes,ruzinov,top,brick,refurbished,5.26599637049508
Yes,3,Yes,other,2.6440149612966,Yes,devinska_nova_ves,other,panel,partial_refurbishment,5.19033169817029
Yes,4,Yes,other,2.65100162379407,Yes,stare_mesto,other,brick,old,5.39794000867204
Yes,3,Yes,other,2.61392522288417,Yes,stare_mesto,other,brick,old,5.34242268082221
No,3,No,other,2.57517907759246,No,ruzinov,bottom,panel,old,5.20411998265593
Yes,3,Yes,other,2.60989800921489,Yes,podunajske_biskupice,other,panel,refurbished,5.06707085604537
Yes,2,Yes,other,2.49445964791184,Yes,vrakuna,other,panel,refurbished,4.91907809237607
Yes,3,No,other,2.52968922278751,No,raca,top,brick,refurbished,5.13987908640124
No,1,Yes,other,2.27023601659818,Yes,raca,other,panel,refurbished,4.90200289135073
Yes,2,No,other,2.50671120742167,Yes,raca,other,brick,refurbished,5.07881918309885
Yes,3,No,other,2.65100162379407,Yes,nove_mesto,other,other,refurbished,5.31175386105575
Yes,1.5,Yes,other,2.35135834444068,Yes,petrzalka,other,panel,refurbished,4.9912260756925
Yes,2,Yes,other,2.49445964791184,Yes,vrakuna,other,panel,refurbished,4.91907809237607
Yes,3,Yes,other,2.53514294751103,No,dubravka,other,panel,refurbished,5.13987908640124
Yes,3,Yes,other,2.57049346871562,Yes,petrzalka,top,panel,partial_refurbishment,5.15685190107001
No,3,No,other,2.67399504332347,Yes,raca,other,brick,refurbished,5.28103336724773
Yes,3,Yes,other,2.67710886312593,Yes,stare_mesto,top,brick,refurbished,5.26245108973043
Yes,4,No,other,2.63682525855683,Yes,petrzalka,top,panel,old,5.16136800223498
Yes,1,No,other,2.29560564220352,Yes,dubravka,other,panel,partial_refurbishment,4.90308998699194
No,1,No,other,2.29560564220352,Yes,dubravka,other,panel,partial_refurbishment,4.90145832139611
Yes,4,Yes,other,2.60989800921489,Yes,ruzinov,other,panel,partial_refurbishment,5.17551181336345
Yes,3,Yes,other,2.71689873024217,Yes,karlova_ves,other,brick,refurbished,5.37088301677761
Yes,3,No,other,2.55591447549606,Yes,raca,other,panel,refurbished,5.15198239545747
No,4,No,other,2.63682525855683,Yes,petrzalka,top,panel,old,5.15533603746506
Yes,3,Yes,other,2.6331509142369,Yes,stare_mesto,other,brick,old,5.26221370547642
No,1,No,other,2.34097566980137,No,devinska_nova_ves,rest,other,old,4.85430604180108
No,2,No,other,2.512639036679,No,nove_mesto,other,brick,partial_refurbishment,5.08778141780954
Yes,1,Yes,other,2.34097566980137,Yes,dubravka,rest,panel,refurbished,4.89209460269048
Yes,3,No,other,2.58430553381761,Yes,nove_mesto,other,brick,old,5.17609125905568
Yes,3,No,other,2.62179254782945,Yes,stare_mesto,other,brick,partial_refurbishment,5.25527250510331
No,2,Yes,other,2.48812516602843,Yes,petrzalka,other,panel,partial_refurbishment,5.02077548819356
Yes,1,Yes,other,2.29560564220352,Yes,dubravka,other,panel,partial_refurbishment,4.90308998699194
No,1,Yes,other,2.33023317850707,Yes,petrzalka,other,panel,refurbished,4.92941892571429
Yes,1,Yes,other,2.29560564220352,Yes,dubravka,other,panel,partial_refurbishment,4.90091306773767
Yes,2,Yes,other,2.49445964791184,Yes,vrakuna,other,panel,refurbished,4.79934054945358
No,2,Yes,other,2.52412349687282,Yes,ruzinov,other,brick,partial_refurbishment,5.05690485133647
Yes,2,Yes,other,2.57049346871562,Yes,vrakuna,top,panel,partial_refurbishment,4.97726621242729
No,2,No,other,2.48812516602843,Yes,petrzalka,other,panel,old,5.03742649794062
No,1,Yes,other,2.3191078731583,No,ruzinov,other,panel,old,4.94939000664491
No,1,Yes,other,2.3191078731583,No,nove_mesto,bottom,brick,partial_refurbishment,4.93901977644867
No,2,Yes,other,2.48164384502275,Yes,dubravka,other,panel,refurbished,5.07518185461869
Yes,2,Yes,other,2.63682525855683,Yes,nove_mesto,other,brick,refurbished,5.31173267544235
No,1,Yes,other,2.4071656661104,Yes,ruzinov,other,panel,refurbished,5.01068149313144
Yes,3,Yes,other,2.57517907759246,Yes,devinska_nova_ves,other,panel,partial_refurbishment,5.06818586174616
Yes,1,Yes,other,2.3075745743855,Yes,nove_mesto,other,panel,refurbished,4.99519629159718
Yes,4,Yes,other,2.63682525855683,Yes,petrzalka,top,panel,old,5.16136800223498
Yes,2,Yes,other,2.57049346871562,Yes,nove_mesto,other,brick,refurbished,5.21085336531489
Yes,4,Yes,other,2.63682525855683,Yes,petrzalka,top,panel,old,5.16016829295851
Yes,3,Yes,other,2.7116099244797,No,stare_mesto,top,brick,partial_refurbishment,5.40993312333129
Yes,4,Yes,other,2.63682525855683,Yes,petrzalka,top,panel,old,5.16016829295851
Yes,2,Yes,other,2.50065315185266,Yes,dubravka,bottom,panel,partial_refurbishment,5.04921802267018
Yes,3,Yes,other,2.62563607643843,Yes,stare_mesto,other,brick,old,5.26245108973043
Yes,1,No,other,2.36140225854616,Yes,nove_mesto,other,brick,refurbished,4.95375969173323
Yes,3,No,other,2.6331509142369,Yes,nove_mesto,other,brick,old,5.25527250510331
No,4,No,other,2.6676442730678,No,raca,rest,brick,refurbished,5.37748838337613
Yes,4,Yes,other,2.81157950683549,Yes,stare_mesto,rest,brick,refurbished,5.72663349560418
Yes,4,No,other,2.63682525855683,Yes,petrzalka,top,panel,old,5.15533603746506
Yes,4,Yes,other,2.8063922671758,Yes,stare_mesto,rest,brick,refurbished,5.73754804602269
Yes,3,Yes,other,2.54573010759662,Yes,petrzalka,top,panel,refurbished,5.0920184707528
Yes,3,Yes,other,2.62563607643843,Yes,stare_mesto,other,brick,old,5.25911584418507
Yes,3,No,other,2.67084050168301,Yes,ruzinov,other,brick,refurbished,5.39794000867204
Yes,3,Yes,other,2.56572273107389,Yes,petrzalka,other,panel,partial_refurbishment,5.07918124604763
Yes,4,Yes,other,2.70619851933021,Yes,nove_mesto,other,brick,being_constructed,5.42975228000241
No,3,No,other,2.58875139904474,No,stare_mesto,other,brick,refurbished,5.1430148002541
No,2,No,other,2.58875139904474,No,stare_mesto,other,brick,refurbished,5.1430148002541
No,3,No,other,2.62563607643843,Yes,stare_mesto,other,brick,partial_refurbishment,5.25527250510331
No,3,Yes,other,2.71426933969425,No,nove_mesto,bottom,brick,partial_refurbishment,5.34220547927634
No,4,Yes,other,2.71426933969425,No,nove_mesto,bottom,brick,partial_refurbishment,5.34220547927634
Yes,3,Yes,other,2.58875139904474,Yes,stare_mesto,other,brick,partial_refurbishment,5.23552844690755
Yes,3,No,other,2.78038112975188,Yes,karlova_ves,other,base,refurbished,5.50336843619744
No,3,No,other,2.60580603149132,No,ruzinov,other,brick,refurbished,5.31175386105575
No,1,Yes,other,2.33023317850707,No,vrakuna,bottom,panel,refurbished,4.87448181769947
Yes,3,No,other,2.60580603149132,No,ruzinov,bottom,brick,refurbished,5.31175386105575
Yes,4,Yes,other,2.73207712333566,Yes,nove_mesto,other,brick,refurbished,5.39776625612645
No,4,Yes,other,2.73692179804416,Yes,nove_mesto,other,brick,refurbished,5.51719589794997
Yes,3,Yes,other,2.61788948807064,Yes,nove_mesto,bottom,brick,old,5.19865708695442
Yes,4,No,other,2.62179254782945,Yes,petrzalka,bottom,panel,partial_refurbishment,5.15533603746506
Yes,3,Yes,other,2.60580603149132,No,ruzinov,bottom,brick,refurbished,5.31175386105575
Yes,2,Yes,other,2.44680272804919,No,ruzinov,top,brick,refurbished,5.12385164096709
Yes,3,Yes,other,2.55087091129225,Yes,petrzalka,other,panel,old,5.08026562733985
Yes,3,Yes,other,2.61788948807064,Yes,stare_mesto,other,brick,partial_refurbishment,5.25527250510331
No,3,Yes,other,2.74860091691646,Yes,nove_mesto,top,brick,refurbished,5.42975228000241
Yes,3,Yes,other,2.55087091129225,Yes,petrzalka,other,panel,old,5.08026562733985
Yes,2,Yes,other,2.49445964791184,Yes,vrakuna,other,panel,refurbished,4.91907809237607
Yes,3,Yes,other,2.58875139904474,Yes,vrakuna,other,panel,refurbished,5.03941411917614
Yes,3,Yes,other,2.60580603149132,No,stare_mesto,other,brick,old,5.4456042032736
Yes,4,Yes,other,2.59742013477924,No,vrakuna,top,panel,refurbished,5.11394335230684
Yes,3,No,other,2.54573010759662,Yes,devinska_nova_ves,other,panel,old,4.98632377705077
Yes,2,Yes,other,2.42367058973074,Yes,stare_mesto,bottom,brick,refurbished,5.12188798510368
Yes,3,Yes,other,2.60580603149132,No,ruzinov,bottom,brick,refurbished,5.31175386105575
No,1,Yes,other,2.37112673569579,No,ruzinov,bottom,brick,refurbished,5.06445798922692
No,2,No,other,2.51844157614637,No,nove_mesto,rest,other,partial_refurbishment,5.08274947672728
No,3,Yes,other,2.55087091129225,No,karlova_ves,rest,panel,partial_refurbishment,5.08600370561838
No,2,Yes,other,2.65100162379407,Yes,stare_mesto,other,other,refurbished,5.65224634100332
No,2,Yes,other,2.65779530462365,Yes,stare_mesto,other,other,refurbished,5.64246452024212
Yes,3,No,other,2.55591447549606,Yes,dubravka,other,panel,old,5.07918124604763
No,2,Yes,other,2.51844157614637,Yes,stare_mesto,other,brick,refurbished,5.21722065564452
Yes,4,Yes,other,2.62563607643843,Yes,petrzalka,top,panel,old,5.16136800223498
No,3,Yes,other,2.84028145037214,Yes,nove_mesto,bottom,brick,refurbished,5.46089784275655
No,2,Yes,other,2.49445964791184,No,stare_mesto,bottom,brick,refurbished,5.19005141775921
Yes,3,No,other,2.60580603149132,No,ruzinov,bottom,brick,refurbished,5.32221929473392
Yes,4,Yes,other,2.60989800921489,Yes,vrakuna,bottom,panel,partial_refurbishment,5.05115252244738
Yes,2,No,other,2.57049346871562,Yes,vrakuna,other,brick,refurbished,5.11058971029925
Yes,3,Yes,other,2.57049346871562,Yes,petrzalka,other,panel,refurbished,5.11226976841727
Yes,3,Yes,other,2.53514294751103,Yes,devinska_nova_ves,top,panel,partial_refurbishment,5.05307844348342
Yes,3,Yes,other,2.61788948807064,No,ruzinov,bottom,brick,refurbished,5.31175386105575
Yes,3,No,other,2.58430553381761,Yes,petrzalka,top,panel,partial_refurbishment,5.09691001300806
No,2,Yes,other,2.4071656661104,No,nove_mesto,top,brick,partial_refurbishment,5.03738665258238
Yes,2,Yes,other,2.43158755086612,Yes,vrakuna,other,panel,partial_refurbishment,4.92941892571429
Yes,3,No,other,2.77234130503258,No,ruzinov,top,brick,refurbished,5.35983548233989
Yes,3,Yes,other,2.57049346871562,Yes,petrzalka,other,panel,refurbished,5.12024479554637
Yes,1,Yes,other,2.3985544514435,Yes,devinska_nova_ves,other,panel,old,4.88081359228079
Yes,3,No,other,2.55591447549606,Yes,ruzinov,top,panel,partial_refurbishment,5.14612803567824
No,4,No,other,2.57517907759246,Yes,nove_mesto,other,panel,old,5.11727129565576
Yes,3,Yes,other,2.57978224404418,Yes,raca,other,base,refurbished,5.10720996964787
Yes,3,No,other,2.59742013477924,Yes,petrzalka,other,panel,refurbished,5.11727129565576
No,2,No,other,2.48812516602843,Yes,petrzalka,top,panel,partial_refurbishment,5.04139268515823
Yes,3,Yes,other,2.65442198650446,No,stare_mesto,other,brick,old,5.54020429984206
No,3,Yes,other,2.52968922278751,No,ruzinov,top,brick,refurbished,5.19284611518884
No,3,Yes,other,2.56086405021975,Yes,ruzinov,other,brick,refurbished,5.11727129565576
No,2,No,other,2.36140225854616,Yes,vrakuna,other,panel,partial_refurbishment,4.51851393987789
Yes,1.5,Yes,other,2.47500946563237,Yes,petrzalka,other,panel,partial_refurbishment,5.03140846425163
Yes,1.5,Yes,other,2.45411978023144,Yes,petrzalka,other,panel,refurbished,5.06069784035361
No,4,No,other,2.67710886312593,No,zahorska_bistrica,bottom,brick,refurbished,5.32939787936104
Yes,3,No,other,2.60580603149132,No,ruzinov,bottom,brick,refurbished,5.31175386105575
Yes,3,No,other,2.58430553381761,Yes,vrakuna,other,panel,partial_refurbishment,5.07918124604763
Yes,3,Yes,other,2.7116099244797,Yes,nove_mesto,other,brick,old,5.34202768808747
Yes,4,No,other,2.57517907759246,No,ruzinov,top,brick,refurbished,5.20139712432045
No,1.5,No,other,2.38968707798256,Yes,petrzalka,other,panel,refurbished,5.01703333929878
Yes,3,No,other,2.5404886497767,Yes,petrzalka,other,brick,refurbished,5.10720996964787
No,1,No,other,2.29560564220352,No,ruzinov,other,other,refurbished,4.96843624771171
Yes,2,No,other,2.5404886497767,Yes,petrzalka,other,brick,refurbished,5.10720996964787
Yes,3,No,other,2.57049346871562,Yes,petrzalka,other,panel,refurbished,5.14612493356372
Yes,3,Yes,other,2.55591447549606,Yes,dubravka,other,panel,old,5.07918124604763
No,3,No,other,2.65779530462365,Yes,nove_mesto,rest,brick,refurbished,5.20139712432045
Yes,3,Yes,other,2.5931221847288,Yes,podunajske_biskupice,rest,brick,refurbished,5.19033169817029
Yes,3,No,other,2.55591447549606,Yes,dubravka,other,panel,old,5.07918124604763
Yes,3,Yes,other,2.57049346871562,Yes,vrakuna,other,panel,partial_refurbishment,5.07918124604763
No,3,Yes,other,2.67084050168301,Yes,nove_mesto,top,brick,refurbished,5.5854607295085
Yes,3,Yes,other,2.56086405021975,Yes,vrakuna,bottom,panel,partial_refurbishment,4.99078269180314
Yes,4,Yes,other,2.75310885838021,Yes,stare_mesto,other,brick,refurbished,5.58206336291171
Yes,2,Yes,other,2.41553369643773,Yes,nove_mesto,other,panel,partial_refurbishment,5.02118929906994
No,1,Yes,other,2.35135834444068,Yes,vrakuna,other,panel,partial_refurbishment,4.84509804001426
Yes,1,Yes,other,2.512639036679,Yes,karlova_ves,other,panel,refurbished,5.0565237240791
No,3,No,other,2.58430553381761,No,ruzinov,other,brick,partial_refurbishment,5.13672056715641
No,1,No,other,2.28317065206913,No,nove_mesto,other,panel,partial_refurbishment,4.94939000664491
Yes,2,Yes,other,2.43929501765442,Yes,petrzalka,other,panel,partial_refurbishment,5.04921802267018
Yes,3,Yes,other,2.65779530462365,Yes,nove_mesto,other,brick,refurbished,5.41161970596323
Yes,4,No,other,2.63682525855683,Yes,petrzalka,top,panel,old,5.15533603746506
No,3,Yes,other,2.5404886497767,Yes,ruzinov,bottom,panel,partial_refurbishment,5.17318626841227
Yes,2,Yes,other,2.41553369643773,Yes,podunajske_biskupice,top,panel,refurbished,5.03342375548695
No,4,Yes,other,2.68018289432303,Yes,petrzalka,top,other,refurbished,5.53781909507327
Yes,4,No,other,2.58875139904474,No,ruzinov,bottom,panel,partial_refurbishment,5.15198239545747
Yes,3,Yes,other,2.512639036679,No,nove_mesto,other,panel,refurbished,5.16106838547117
Yes,3,No,other,2.57049346871562,Yes,vrakuna,other,panel,partial_refurbishment,5.07918124604763
No,2,No,other,2.42367058973074,Yes,stare_mesto,other,brick,refurbished,5.12188798510368
Yes,3,Yes,other,2.53514294751103,Yes,devinska_nova_ves,top,panel,partial_refurbishment,5.06445798922692
Yes,3,Yes,other,2.58875139904474,No,dubravka,bottom,panel,refurbished,5.16136800223498
No,2,No,other,2.42367058973074,Yes,stare_mesto,other,brick,refurbished,5.12188798510368
Yes,3,Yes,other,2.55591447549606,Yes,dubravka,other,panel,old,5.08635983067475
No,3,Yes,other,2.58875139904474,Yes,ruzinov,other,panel,refurbished,5.17609125905568
No,2,Yes,other,2.3985544514435,Yes,lamac,other,panel,partial_refurbishment,4.94448267215017
Yes,3,Yes,other,2.53514294751103,Yes,karlova_ves,other,panel,old,5.06032002868829
Yes,4,No,other,2.75310885838021,Yes,stare_mesto,other,panel,refurbished,5.57978359661681
Yes,2,Yes,other,2.48812516602843,No,ruzinov,other,brick,refurbished,5.15533603746506
No,3,Yes,other,2.55591447549606,Yes,karlova_ves,other,panel,refurbished,5.07918124604763
Yes,1.5,Yes,other,2.47500946563237,Yes,podunajske_biskupice,other,panel,refurbished,4.99995656838019
No,1,Yes,other,2.29560564220352,Yes,podunajske_biskupice,top,panel,partial_refurbishment,4.83569057149243
No,3,Yes,other,2.56086405021975,Yes,ruzinov,other,panel,partial_refurbishment,5.11058971029925
Yes,1,Yes,other,2.24271490340387,Yes,petrzalka,other,panel,old,4.86033800657099
Yes,3,Yes,other,2.62563607643843,Yes,stare_mesto,other,brick,partial_refurbishment,5.25527250510331
No,3,Yes,other,2.48812516602843,No,raca,bottom,brick,refurbished,5.10037054511756
Yes,2,No,other,2.48812516602843,No,ruzinov,other,brick,refurbished,5.13033376849501
Yes,3,Yes,other,2.56086405021975,Yes,karlova_ves,other,panel,refurbished,5.12385164096709
Yes,3,Yes,other,2.65100162379407,No,stare_mesto,other,brick,refurbished,5.40273755526104
No,1,Yes,other,2.25676454173614,Yes,raca,other,panel,refurbished,4.90254677931399
Yes,3,No,other,2.57978224404418,Yes,petrzalka,other,panel,partial_refurbishment,5.08635983067475
Yes,2,Yes,other,2.43929501765442,Yes,nove_mesto,other,brick,refurbished,5.07914505333275
Yes,3,Yes,other,2.57978224404418,Yes,podunajske_biskupice,bottom,panel,partial_refurbishment,5.01703333929878
No,1,Yes,other,2.34097566980137,Yes,petrzalka,other,panel,old,4.90254677931399
No,2,No,other,2.48812516602843,Yes,ruzinov,other,brick,partial_refurbishment,5.17464119266045
Yes,3,Yes,other,2.59742013477924,Yes,petrzalka,other,panel,old,5.07914505333275
Yes,4,Yes,other,2.62942168290196,Yes,petrzalka,other,panel,refurbished,5.23042337389264
No,3,No,other,2.56086405021975,Yes,petrzalka,other,panel,partial_refurbishment,5.08529057823007
Yes,2,Yes,other,2.58430553381761,No,jarovce,other,brick,refurbished,5.18898751006738
Yes,2,Yes,other,2.57978224404418,No,jarovce,other,brick,refurbished,5.18303625859846
Yes,4,Yes,other,2.78429325321907,No,jarovce,other,brick,refurbished,5.49568861589808
Yes,4,Yes,other,2.78429325321907,No,jarovce,other,brick,refurbished,5.49562758090649
Yes,3,No,other,2.58430553381761,No,ruzinov,other,panel,partial_refurbishment,5.13033376849501
Yes,2,Yes,other,2.56572273107389,No,jarovce,other,brick,refurbished,5.16870073527075
Yes,4,Yes,other,2.81496876399232,No,jarovce,other,brick,refurbished,5.54256153467959
Yes,2,Yes,other,2.61788948807064,No,jarovce,other,brick,refurbished,5.23504843783299
Yes,2,Yes,other,2.56572273107389,No,jarovce,other,brick,refurbished,5.16826465813976
No,1,Yes,other,2.3075745743855,Yes,dubravka,other,panel,old,4.83884909073726
Yes,4,Yes,other,2.73451228785198,Yes,ruzinov,bottom,brick,refurbished,5.39619934709574
Yes,3,Yes,other,2.43929501765442,No,dubravka,bottom,panel,old,5.02118929906994
Yes,2,No,other,2.38968707798256,Yes,petrzalka,other,panel,refurbished,5.04099769242349
No,2,Yes,other,2.44680272804919,No,nove_mesto,other,brick,refurbished,5.07918124604763
Yes,2,Yes,other,2.52412349687282,No,raca,other,brick,old,5.0920184707528
Yes,2,No,other,2.48812516602843,No,ruzinov,other,brick,refurbished,5.16136800223498
Yes,1.5,No,other,2.3191078731583,No,ruzinov,bottom,brick,partial_refurbishment,4.84509804001426
